Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2016-01-01 14:20:00,998.98,2.25,275.49,1.84,97.1,7.18,6.98,0.21,4.36,6.98,1260.26,0.59,1.44,127.1
2016-01-01 14:30:00,998.98,2.11,275.35,1.52,95.8,7.12,6.82,0.3,4.26,6.82,1260.96,0.44,1.4,91.2
2016-01-01 14:40:00,999.09,2.15,275.38,1.56,95.9,7.13,6.84,0.29,4.27,6.85,1260.93,0.36,0.76,5.16
2016-01-01 14:50:00,999.12,2.51,275.74,1.86,95.5,7.32,6.99,0.33,4.36,7.0,1259.25,0.47,0.92,79.8
2016-01-01 15:00:00,999.13,2.23,275.45,1.54,95.2,7.17,6.83,0.34,4.26,6.83,1260.63,0.67,1.32,191.4
2016-01-01 15:10:00,999.14,2.13,275.36,1.44,95.2,7.12,6.78,0.34,4.23,6.79,1261.1,0.38,0.84,234.8
2016-01-01 15:20:00,999.1,2.34,275.57,1.49,94.1,7.23,6.8,0.43,4.25,6.81,1260.09,0.19,0.56,255.9
2016-01-01 15:30:00,999.04,2.56,275.79,1.53,92.9,7.35,6.82,0.52,4.26,6.83,1258.99,0.23,0.58,260.1
2016-01-01 15:40:00,999.13,2.56,275.79,1.21,90.8,7.34,6.67,0.68,4.16,6.67,1259.19,0.37,0.76,208.9
2016-01-01 15:50:00,999.17,2.31,275.54,1.09,91.6,7.22,6.61,0.61,4.13,6.62,1260.39,0.43,0.84,185.9
2016-01-01 16:00:00,999.12,2.19,275.42,1.1,92.4,7.16,6.61,0.54,4.13,6.62,1260.87,0.62,1.32,176.2
2016-01-01 16:10:00,999.2,2.05,275.27,0.89,92.0,7.08,6.52,0.57,4.07,6.52,1261.66,0.66,1.28,228.4
2016-01-01 16:20:00,999.17,2.12,275.34,1.04,92.5,7.12,6.58,0.53,4.11,6.59,1261.28,0.64,1.04,198.9
2016-01-01 16:30:00,999.18,2.19,275.42,1.11,92.5,7.16,6.62,0.54,4.13,6.62,1260.94,0.9,1.88,202.5
2016-01-01 16:40:00,999.2,2.36,275.58,1.32,92.8,7.24,6.72,0.52,4.19,6.72,1260.17,0.6,1.06,226.8
2016-01-01 16:50:00,999.1,2.3,275.53,1.05,91.4,7.21,6.59,0.62,4.11,6.6,1260.38,1.04,1.82,168.6
2016-01-01 17:00:00,999.07,1.84,275.07,0.81,92.9,6.98,6.48,0.5,4.04,6.49,1262.5,0.58,1.0,175.7
2016-01-01 17:10:00,999.01,1.99,275.23,1.17,94.3,7.05,6.65,0.4,4.15,6.66,1261.65,0.25,0.52,293.5
2016-01-01 17:20:00,998.98,1.96,275.2,1.01,93.4,7.04,6.57,0.46,4.1,6.58,1261.76,0.61,1.28,197.9
2016-01-01 17:30:00,999.0,2.14,275.38,1.31,94.2,7.13,6.72,0.41,4.19,6.72,1260.9,0.39,0.74,193.1
2016-01-01 17:40:00,998.96,2.21,275.45,1.33,93.9,7.16,6.73,0.44,4.2,6.73,1260.54,0.68,1.04,230.6
2016-01-01 17:50:00,998.99,1.84,275.08,0.89,93.4,6.98,6.52,0.46,4.07,6.52,1262.36,1.08,1.94,136.5
2016-01-01 18:00:00,999.03,1.6,274.84,0.77,94.2,6.86,6.46,0.4,4.03,6.47,1263.56,0.68,1.64,167.4
2016-01-01 18:10:00,998.97,1.7,274.95,0.92,94.5,6.91,6.53,0.38,4.08,6.54,1262.95,0.52,1.2,128.1
2016-01-01 18:20:00,998.91,1.61,274.86,0.72,93.8,6.86,6.44,0.43,4.02,6.44,1263.36,0.79,1.68,121.9
2016-01-01 18:30:00,998.94,1.25,274.5,0.43,94.2,6.69,6.3,0.39,3.93,6.31,1265.11,1.02,2.08,142.9
2016-01-01 18:40:00,998.86,1.01,274.26,0.28,94.9,6.57,6.24,0.34,3.89,6.24,1266.18,1.19,2.66,166.6
2016-01-01 18:50:00,998.8,1.01,274.27,0.36,95.4,6.57,6.27,0.3,3.92,6.28,1266.04,1.21,2.06,153.3
2016-01-01 19:00:00,998.7,1.06,274.33,0.44,95.6,6.6,6.31,0.29,3.94,6.32,1265.68,0.86,1.84,154.6
2016-01-01 19:10:00,998.51,1.0,274.27,0.36,95.5,6.57,6.27,0.3,3.92,6.28,1265.76,1.53,2.76,160.0
2016-01-01 19:20:00,998.45,1.05,274.33,0.47,95.9,6.59,6.32,0.27,3.95,6.33,1265.43,0.74,1.8,154.4
2016-01-01 19:30:00,998.34,1.14,274.43,0.57,96.0,6.63,6.37,0.27,3.98,6.38,1264.85,1.18,2.2,150.2
2016-01-01 19:40:00,998.34,1.19,274.48,0.63,96.0,6.66,6.39,0.27,3.99,6.4,1264.58,1.02,2.56,155.8
2016-01-01 19:50:00,998.34,1.2,274.49,0.6,95.8,6.66,6.38,0.28,3.99,6.39,1264.57,1.26,2.56,119.5
2016-01-01 20:00:00,998.23,1.14,274.44,0.56,95.9,6.63,6.36,0.27,3.97,6.37,1264.69,1.63,2.56,132.2
2016-01-01 20:10:00,998.11,1.14,274.45,0.58,96.0,6.64,6.37,0.27,3.98,6.38,1264.53,1.31,1.94,138.0
2016-01-01 20:20:00,997.94,1.2,274.52,0.65,96.1,6.66,6.4,0.26,4.0,6.42,1264.05,1.3,2.24,148.5
2016-01-01 20:30:00,997.82,1.14,274.47,0.56,95.9,6.64,6.36,0.27,3.98,6.38,1264.16,1.86,2.4,140.3
2016-01-01 20:40:00,997.66,1.16,274.5,0.61,96.1,6.64,6.38,0.26,3.99,6.4,1263.88,1.12,1.88,153.5
2016-01-01 20:50:00,997.53,1.27,274.62,0.72,96.1,6.7,6.43,0.26,4.02,6.45,1263.2,0.73,2.0,190.4
2016-01-01 21:00:00,997.36,1.29,274.65,0.72,96.0,6.71,6.44,0.27,4.02,6.45,1262.88,0.61,1.04,215.0
2016-01-01 21:10:00,997.14,1.44,274.83,0.88,96.0,6.78,6.51,0.27,4.07,6.53,1261.84,1.01,1.48,205.4
2016-01-01 21:20:00,996.97,1.6,275.0,0.98,95.6,6.86,6.56,0.3,4.1,6.58,1260.87,1.11,1.72,197.5
2016-01-01 21:30:00,996.9,1.7,275.1,0.98,95.0,6.91,6.56,0.35,4.1,6.58,1260.36,1.42,2.04,214.5
2016-01-01 21:40:00,996.82,1.69,275.1,0.91,94.5,6.9,6.52,0.38,4.08,6.55,1260.29,1.57,2.08,209.7
2016-01-01 21:50:00,996.74,1.71,275.13,0.84,93.9,6.91,6.49,0.42,4.06,6.51,1260.11,1.42,2.0,207.4
2016-01-01 22:00:00,996.64,1.69,275.12,0.78,93.6,6.9,6.46,0.44,4.04,6.48,1260.08,0.8,1.6,171.4
2016-01-01 22:10:00,996.62,1.56,274.99,0.66,93.7,6.84,6.41,0.43,4.01,6.43,1260.68,1.06,1.54,151.9
2016-01-01 22:20:00,996.61,1.4,274.82,0.57,94.2,6.76,6.37,0.39,3.98,6.39,1261.46,1.01,1.92,147.8
2016-01-01 22:30:00,996.51,1.37,274.8,0.56,94.3,6.75,6.36,0.38,3.98,6.38,1261.46,1.09,2.04,174.6
2016-01-01 22:40:00,996.45,1.33,274.77,0.47,94.0,6.72,6.32,0.4,3.96,6.34,1261.6,1.47,2.56,194.0
2016-01-01 22:50:00,996.36,1.3,274.75,0.3,93.0,6.71,6.24,0.47,3.91,6.27,1261.63,2.25,3.41,188.3
2016-01-01 23:00:00,996.27,1.26,274.72,0.13,92.1,6.69,6.17,0.53,3.86,6.19,1261.73,2.37,3.53,189.5
2016-01-01 23:10:00,996.19,1.2,274.66,0.0,91.7,6.66,6.11,0.55,3.82,6.13,1261.96,2.44,3.89,177.1
2016-01-01 23:20:00,996.01,1.12,274.59,-0.08,91.7,6.62,6.07,0.55,3.8,6.1,1262.12,2.21,4.01,161.3
2016-01-01 23:30:00,995.81,0.95,274.44,-0.2,92.0,6.54,6.02,0.52,3.77,6.04,1262.68,2.5,3.81,145.8
2016-01-01 23:40:00,995.69,0.78,274.28,-0.36,92.0,6.47,5.95,0.52,3.72,5.97,1263.32,2.0,3.85,137.1
2016-01-01 23:50:00,995.57,0.4,273.91,-0.71,92.2,6.29,5.8,0.49,3.63,5.82,1264.99,3.13,5.17,126.3
2016-01-02 00:00:00,995.51,0.15,273.66,-0.85,92.9,6.18,5.74,0.44,3.59,5.76,1266.1,2.61,4.47,140.5
2016-01-02 00:10:00,995.41,0.06,273.58,-0.9,93.2,6.13,5.72,0.42,3.58,5.74,1266.41,1.95,3.36,155.8
2016-01-02 00:20:00,995.36,-0.06,273.47,-1.06,92.9,6.08,5.65,0.43,3.54,5.68,1266.91,2.75,4.17,153.3
2016-01-02 00:30:00,995.29,-0.16,273.37,-1.14,93.1,6.04,5.62,0.42,3.52,5.65,1267.33,2.26,3.49,160.3
2016-01-02 00:40:00,995.24,-0.14,273.39,-1.09,93.3,6.04,5.64,0.41,3.53,5.67,1267.17,2.38,3.97,152.2
2016-01-02 00:50:00,995.12,-0.19,273.35,-1.15,93.2,6.02,5.61,0.41,3.52,5.64,1267.24,2.55,3.85,162.8
2016-01-02 01:00:00,995.03,-0.24,273.31,-1.22,93.0,6.0,5.58,0.42,3.5,5.61,1267.36,2.05,3.59,154.0
2016-01-02 01:10:00,994.91,-0.24,273.32,-1.22,93.1,6.0,5.59,0.41,3.5,5.61,1267.24,1.51,2.8,160.7
2016-01-02 01:20:00,994.78,-0.31,273.26,-1.31,92.9,5.97,5.55,0.42,3.48,5.58,1267.38,2.15,3.45,163.3
2016-01-02 01:30:00,994.67,-0.39,273.19,-1.38,93.0,5.94,5.52,0.42,3.46,5.55,1267.66,2.03,3.04,146.4
2016-01-02 01:40:00,994.58,-0.43,273.16,-1.38,93.2,5.92,5.52,0.4,3.46,5.55,1267.71,2.08,3.28,168.0
2016-01-02 01:50:00,994.43,-0.49,273.1,-1.45,93.2,5.89,5.49,0.4,3.44,5.52,1267.85,2.25,3.16,179.6
2016-01-02 02:00:00,994.41,-0.54,273.06,-1.47,93.4,5.87,5.48,0.39,3.44,5.52,1268.03,2.11,3.0,164.6
2016-01-02 02:10:00,994.43,-0.52,273.08,-1.4,93.7,5.88,5.51,0.37,3.45,5.54,1267.94,1.27,2.32,177.7
2016-01-02 02:20:00,994.42,-0.48,273.12,-1.38,93.6,5.9,5.52,0.38,3.46,5.55,1267.75,1.36,2.44,184.2
2016-01-02 02:30:00,994.34,-0.57,273.03,-1.47,93.6,5.86,5.48,0.37,3.44,5.51,1268.11,1.65,2.4,185.5
2016-01-02 02:40:00,994.27,-0.66,272.95,-1.53,93.8,5.82,5.46,0.36,3.42,5.49,1268.43,1.34,2.14,186.8
2016-01-02 02:50:00,994.25,-0.77,272.84,-1.58,94.2,5.77,5.44,0.33,3.41,5.47,1268.94,1.26,1.7,196.4
2016-01-02 03:00:00,994.17,-0.91,272.71,-1.69,94.4,5.71,5.39,0.32,3.38,5.43,1269.49,1.59,2.04,202.9
2016-01-02 03:10:00,994.09,-0.99,272.63,-1.73,94.7,5.68,5.38,0.3,3.37,5.41,1269.77,1.34,1.88,202.6
2016-01-02 03:20:00,994.06,-1.01,272.61,-1.73,94.8,5.67,5.38,0.29,3.37,5.41,1269.83,1.14,2.04,202.5
2016-01-02 03:30:00,994.05,-1.07,272.56,-1.8,94.7,5.65,5.35,0.3,3.35,5.38,1270.09,1.0,1.6,199.3
2016-01-02 03:40:00,993.98,-1.1,272.53,-1.84,94.7,5.63,5.33,0.3,3.35,5.37,1270.18,1.23,1.68,195.7
2016-01-02 03:50:00,993.83,-1.13,272.51,-1.88,94.6,5.62,5.32,0.3,3.34,5.35,1270.12,1.44,1.76,200.6
2016-01-02 04:00:00,993.68,-1.14,272.51,-1.9,94.5,5.62,5.31,0.31,3.33,5.34,1269.98,1.15,1.76,208.6
2016-01-02 04:10:00,993.6,-1.13,272.53,-1.91,94.4,5.62,5.31,0.31,3.33,5.34,1269.84,0.5,0.88,183.4
2016-01-02 04:20:00,993.58,-1.32,272.34,-2.14,94.1,5.54,5.22,0.33,3.27,5.25,1270.73,0.43,0.72,178.3
2016-01-02 04:30:00,993.47,-1.5,272.17,-2.24,94.7,5.47,5.18,0.29,3.25,5.21,1271.46,0.37,0.56,216.9
2016-01-02 04:40:00,993.31,-1.46,272.22,-2.11,95.3,5.49,5.23,0.26,3.28,5.26,1271.04,0.56,1.0,36.7
2016-01-02 04:50:00,993.21,-1.62,272.07,-2.24,95.5,5.42,5.18,0.24,3.25,5.21,1271.69,0.65,1.14,63.72
2016-01-02 05:00:00,993.22,-1.58,272.11,-2.15,95.9,5.44,5.22,0.22,3.27,5.25,1271.5,0.46,0.88,65.84
2016-01-02 05:10:00,993.21,-1.48,272.21,-1.99,96.3,5.48,5.28,0.2,3.31,5.31,1270.96,0.39,0.72,51.22
2016-01-02 05:20:00,993.13,-1.39,272.3,-1.9,96.3,5.51,5.31,0.2,3.33,5.35,1270.46,0.35,0.74,66.65
2016-01-02 05:30:00,993.08,-1.43,272.27,-1.98,96.0,5.5,5.28,0.22,3.31,5.32,1270.58,0.46,0.76,52.77
2016-01-02 05:40:00,993.05,-1.59,272.11,-2.14,96.0,5.43,5.22,0.22,3.27,5.25,1271.32,0.61,0.84,25.38
2016-01-02 05:50:00,992.95,-1.58,272.13,-2.09,96.3,5.44,5.24,0.2,3.29,5.27,1271.15,0.26,0.68,17.47
2016-01-02 06:00:00,992.83,-1.56,272.16,-2.05,96.4,5.45,5.25,0.2,3.3,5.29,1270.88,0.32,0.72,194.6
2016-01-02 06:10:00,992.8,-1.56,272.16,-2.07,96.3,5.45,5.25,0.2,3.29,5.28,1270.84,0.48,1.0,54.01
2016-01-02 06:20:00,992.75,-1.72,272.01,-2.23,96.3,5.38,5.18,0.2,3.25,5.22,1271.55,0.72,1.28,53.99
2016-01-02 06:30:00,992.65,-1.52,272.21,-1.96,96.8,5.46,5.29,0.17,3.32,5.33,1270.46,0.36,0.94,127.7
2016-01-02 06:40:00,992.52,-1.62,272.13,-2.13,96.3,5.42,5.22,0.2,3.28,5.26,1270.76,0.41,0.82,38.85
2016-01-02 06:50:00,992.42,-1.77,271.98,-2.28,96.3,5.36,5.16,0.2,3.24,5.2,1271.38,0.32,0.92,16.81
2016-01-02 07:00:00,992.37,-1.86,271.89,-2.36,96.4,5.33,5.13,0.19,3.22,5.17,1271.77,1.18,1.56,17.31
2016-01-02 07:10:00,992.38,-1.89,271.87,-2.35,96.6,5.32,5.13,0.18,3.22,5.17,1271.9,0.67,1.34,263.7
2016-01-02 07:20:00,992.41,-1.91,271.85,-2.37,96.6,5.31,5.13,0.18,3.22,5.17,1272.02,0.74,1.04,249.0
2016-01-02 07:30:00,992.43,-1.91,271.84,-2.38,96.6,5.31,5.13,0.18,3.22,5.16,1272.09,1.09,2.16,358.6
2016-01-02 07:40:00,992.38,-1.9,271.86,-2.37,96.5,5.31,5.13,0.19,3.22,5.17,1271.93,2.07,2.92,358.4
2016-01-02 07:50:00,992.39,-1.9,271.86,-2.42,96.2,5.31,5.11,0.2,3.21,5.15,1271.96,1.97,2.56,360.0
2016-01-02 08:00:00,992.37,-1.89,271.87,-2.44,96.0,5.32,5.1,0.21,3.21,5.14,1271.89,1.72,2.48,2.66
